ID,Name,Brand,Mount,Media Width,Media Height,Media Size Name,Name.Japan,Name.US,Keywords
bc7a1e80-3b07-4d51-a242-8cd4e2f5f894,DSLR-A380,Sony,Sony A,23.5,15.7,APS-C,,,
44be04fa-b422-46b1-9d21-8477f0f6e0b4,DSLR-A550,Sony,Sony A,23.4,15.6,APS-C,,,
0b6ba970-6379-4233-853e-b0bf74795217,DSLR-A700,Sony,Sony A,23.5,15.6,APS-C,,,
0dde94af-b135-41c1-9e8d-8083a6290e92,DSLR-A900,Sony,Sony A,35.9,24,35mm,,,
d2460bc4-13c6-4a7e-a302-499e860cccb9,α33,Sony,Sony A,23.4,15.6,APS-C,,,"alpha, a33"
3c320c41-2239-4333-8772-f3c7132455e0,α37,Sony,Sony A,23.5,15.6,APS-C,,,"alpha, a37"
eaa36324-125c-4e0f-800b-0edacb700df2,α55,Sony,Sony A,23.5,15.6,APS-C,,,"alpha, a55"
d43bb3d3-ad94-436a-b43d-f80c17e2544f,α57,Sony,Sony A,23.5,15.6,APS-C,,,"alpha, a57"
a33f857a-2191-428e-be79-54bbe5b5b50a,α58,Sony,Sony A,23.2,15.4,APS-C,,,"alpha, a58"
598975c2-e450-4bd5-9964-835b290f55e7,α65,Sony,Sony A,23.5,15.6,APS-C,,,"alpha, a65"
09b973c7-e928-401a-a4f6-88510561a874,α68,Sony,Sony A,23.5,15.6,APS-C,,,"alpha, a68"
a92eaac1-ccad-47d8-aa22-b927dcbb7c21,α77,Sony,Sony A,23.5,15.6,APS-C,,,"alpha, a77"
acb17973-551f-4206-8b63-1608e4b0b881,α77 II,Sony,Sony A,23.5,15.6,APS-C,,,"alpha, a77"
efdc6fcd-7a26-439b-bffb-6cc01e6f5a48,α99,Sony,Sony A,35.8,23.9,35mm,,,"alpha, a99"
875df8f0-3020-4f80-a117-5ed4346515db,α99 II,Sony,Sony A,35.9,24,35mm,,,"alpha, a99"
21910c4f-312a-43ae-8c66-d6e933bec204,ILCE-QX1,Sony,Sony E,23.2,15.4,APS-C,,,
0a58109c-8dae-4d1e-829a-77cbc6a86817,NEX-3,Sony,Sony E,23.4,15.6,APS-C,,,
d97a8c0b-6b47-41fe-8186-9bdb8b2e7105,NEX-5,Sony,Sony E,23.5,15.6,APS-C,,,
39d4cc18-1be6-4ab0-b414-a55b0b7dbe9f,NEX-5T,Sony,Sony E,23.5,15.6,APS-C,,,
2b4b987e-586b-4d15-a32e-c21ca58c286d,NEX-6,Sony,Sony E,23.5,15.6,APS-C,,,
5e60ac09-1edc-4687-be82-2036397efc55,NEX-7,Sony,Sony E,23.5,15.6,APS-C,,,
41233359-fe21-4384-b34d-bdca467f6e30,NEX-C3,Sony,Sony E,23.5,15.6,APS-C,,,
a03d17bf-0808-453d-8c16-7f2e904a3a32,NEX-F3,Sony,Sony E,23.5,15.6,APS-C,,,
bf2d3e5a-cc91-4cd0-8aa2-f13bddf39531,α5000,Sony,Sony E,23.2,15.4,APS-C,,,"alpha, a5000"
52b276f4-3c6d-4695-85b8-f84196f1eca6,α5100,Sony,Sony E,23.5,15.6,APS-C,,,"alpha, a5100"
ef2fad1b-d561-48ad-a2d5-6fdb2443ac62,α6000,Sony,Sony E,23.5,15.6,APS-C,,,"alpha, a6000"
584486e7-d56b-48d5-8756-2429298d4d4e,α6100,Sony,Sony E,23.5,15.6,APS-C,,,"alpha, a6100, ILCE-6100"
346a7a37-1382-4210-abe0-7e239439c488,α6300,Sony,Sony E,23.5,15.6,APS-C,,,"alpha, a6300"
0ee1cb8a-00c6-42c9-a2ab-123d97f5e79c,α6400,Sony,Sony E,23.5,15.6,APS-C,,,"alpha, a6400"
9482e15b-7c06-4c3c-a0be-5e2ae15b7e7e,α6500,Sony,Sony E,23.5,15.6,APS-C,,,"alpha, a6500"
6b0d87da-9769-4adb-a6d6-df1bda64fbea,α6600,Sony,Sony E,23.5,15.6,APS-C,,,"alpha, a6600, ILCE-6600"
c11f48d7-92b7-4e3a-ba79-a120741469c6,α7,Sony,Sony FE,35.8,23.9,35mm,,,"alpha, a7"
ef378ed5-f9df-41dc-94e7-b49fd2dc8e48,α7 II,Sony,Sony FE,35.8,23.9,35mm,,,"alpha, a7"
2d6d627e-36ec-46fe-89d2-a4b285e1500e,α7 III,Sony,Sony FE,35.8,23.9,35mm,,,"alpha, a7, ILCE-7M3"
ef5bd686-36f5-4229-8e65-6117de61cee4,α7R,Sony,Sony FE,35.9,24,35mm,,,"alpha, a7R"
dcf0c0d9-c39a-4797-998d-ed79c2feeaf7,α7R II,Sony,Sony FE,35.9,24,35mm,,,"alpha, a7R"
d9b1cd14-cbaf-4c06-a26e-b009ca946ffd,α7R III,Sony,Sony FE,35.9,24,35mm,,,"alpha, a7R"
de7c6fe9-284f-4371-92a3-04a20b7aac31,α7R IV,Sony,Sony FE,35.7,23.8,35mm,,,"alpha, a7R, ILCE-7RM4"
6a9520e8-35f3-448d-8e8a-cb9ed70a13fe,α7S,Sony,Sony FE,35.6,23.8,35mm,,,"alpha, a7S"
cecdad29-ae1d-4465-b765-97ad32ab04d1,α7S II,Sony,Sony FE,35.6,23.8,35mm,,,"alpha, a7S"
2730710a-1351-42b2-9ea4-9d383284158c,α7S III,Sony,Sony FE,35.6,23.8,35mm,,,"alpha, a7S"
91811eae-6010-4f5a-93e6-46eaf178a958,α9,Sony,Sony FE,35.6,23.8,35mm,,,"alpha, a9"
ed1b5588-83c8-4305-b668-9cfa85c91ca2,α9 II,Sony,Sony FE,35.6,23.8,35mm,,,"alpha, a9"
